identifiers[0].value,identifiers[1].value,"inputs[""Base""].components[0].identifiers[0].value","inputs[""Base""].components[0].amount.moles.value","inputs[""aryl halide""].components[0].identifiers[0].value","inputs[""aryl halide""].components[0].amount.moles.value","inputs[""amine""].components[0].identifiers[0].value","inputs[""amine""].components[0].amount.moles.value","inputs[""metal and ligand""].components[0].identifiers[0].value","inputs[""metal and ligand""].components[0].amount.moles.value","inputs[""metal and ligand""].components[1].identifiers[0].type","inputs[""metal and ligand""].components[1].identifiers[0].value","inputs[""metal and ligand""].components[1].amount.moles.value","inputs[""metal and ligand""].components[1].amount.moles.units","inputs[""metal and ligand""].components[1].reaction_role",conditions.temperature.setpoint.value,notes.procedure_details,outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,provenance.experiment_start.value,reaction_id,"inputs[""Solvent""].components[0].identifiers[0].type","inputs[""Solvent""].components[0].identifiers[0].value","inputs[""Solvent""].components[0].amount.volume.value","inputs[""Solvent""].components[0].amount.volume.units","inputs[""Solvent""].components[0].reaction_role","inputs[""Solvent""].components[0].is_limiting","inputs[""metal and ligand""].components[0].is_limiting","inputs[""metal and ligand""].components[1].is_limiting","inputs[""Base""].components[0].is_limiting"
297,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0038300000596791506,CC1=C(C(=NN1C)C)NC2=NC=C(C(=C2)I)C(F)(F)F,0.0019199999514967203,CONC(=O)C1=CC=CC=C1N,0.0032599999103695154,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00028700000257231295,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0001720000000204891,MOLE,CATALYST,90.0,"2-amino-N-methoxybenzamide (541 mg, 3.26 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (166 mg, 0.29 mmol), cesium carbonate (1249 mg, 3.83 mmol) and diacetoxypalladium (38.7 mg, 0.17 mmol) were added to a stirred solution of 4-iodo-5-(trifluoromethyl)-N-(1,3,5-trimethyl-1H-pyrazol-4-yl)pyridin-2-amine (759 mg, 1.92 mmol) dissolved in dioxane (20 mL) in a µwave vial at RT. Argon was let to bubble in the mixture for 5 minutes and the resulting slurry was then stirred at 90 °C for 15 hours. Lcms showed complete reaction.  The reaction mixture was allowed to cool to room temperature, diluted with dichloromethane, filtered, silica gel was added and the mixture was concentrated. The crude product was purified by flash chromatography on silica gel eluting with 30 to 100% ethyl acetate in petroleum ether. The solvent was evaporated to dryness, the remainning gum was taken up in DCM and concentrated in the cold. The precipitate was collected by filtration, washed with diethyl ether and dried to a constant weight to afford N-methoxy-2-(5-(trifluoromethyl)-2-(1,3,5-trimethyl-1H-pyrazol-4-ylamino)pyridin-4-ylamino)benzamide (742 mg, 89 %) (batch EN03692-99-01) as a off-white solid. NMR showed the presence of solvents (ethyl acetate and diethyl ether). The solid was then dried several days under vacuum at 55°C to removed these solvents (--> batch EN03692-99-02 (723 mg, 1.664 mmol, 87 %)) : unsuccessfully!  **Analysis: - NMR (CDE) -- > strenght = 95%, ****ethyl acetate** **= 0.06 mole/mole and diethyl ether = 0.11 mole/mole**  **  \- analytical lcms (DDO) --> purity = 99%**  ",CC1=C(C(=NN1C)C)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)C(F)(F)F,89.1500015258789,04/12/2010,ord-3db391e974974fdaa88ec87b15c89118,SMILES,C1COCCO1,0.019999999552965164,LITER,SOLVENT,False,False,False,False
298,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.01209999993443489,CCOC(=O)C1=CC2=C(O1)C=CC=C2Br,0.009290000423789024,C1CN(CCN1)CC2=CC=CC=C2,0.010200000368058681,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,0.0009289999725297093,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.00046499999007210135,MOLE,CATALYST,95.0,"20/10 2009 10:10:14 +0200  To ethyl 4-bromobenzofuran-2-carboxylate (2.50 g, 9.29 mmol) and 1-benzylpiperazine (1.776 mL, 10.22 mmol) in dry degassed dioxane (30 mL) were added Cesium carbonate (3.94 g, 12.08 mmol), 2-Dicyclohexylphosphino-2',4',6'-triisopropylbiphenyl (0.443 g, 0.93 mmol) and Tris(dibenzylideneacetone)dipalladium(0) (0.425 g, 0.46 mmol) under argon and the reaction heated at 95°C o/n.  All starting material consumed. The crude solution was pooled with the corresponding solution in EN03307-46  Water and DCM were added and the layers separated. The aq phase was extracted with DCM (3x). The combined org phases were washed with water, dried (MgSO4), filtered and evaporated. The crude was purified by flash chrom. (SiO2; Heptane/EtOAc 70/30) to give 3.05 g (50%) of the product as a yellow solid.  ",CCOC(=O)C1=CC2=C(C=CC=C2O1)N3CCN(CC3)CC4=CC=CC=C4,90.08000183105469,10/20/2009,ord-971fd86c0ca2434fb005b5350f485988,SMILES,C1COCCO1,0.029999999329447746,LITER,SOLVENT,False,False,False,False
300,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.004459999967366457,CCOC(=O)C1=CC2=C(O1)C=CC=C2Br,0.003719999920576811,C1CN(CCN1)CC2=CC=CC=C2,0.00482999999076128,CC(C)(C)P(C1=CC=CC=C1C2=CC=CC=C2)C(C)(C)C,0.0002229999954579398,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],7.429999823216349e-05,MOLE,CATALYST,100.0,"**Purpose:** Buchwald-Hartwig coupling using unpurified ethyl 4-bromobenzofuran-2-carboxylate. The analysis on crude 4-bromobenzofuran-2-carboxylate shows traces of non cyclized and non aromoatized by-products.  2010-03-10  16:38:11: To a 25 mL rounbottomed flask was added ethyl 4-bromobenzofuran-2-carboxylate (1 g; 3.72 mmol) and toluene (10 mL/g-bulk-LR; 10 mL). The mixture was concentrated under reduced pressure to remove traces of water. The procedure was repeated once more. and finally toluene (10 mL/g-bulk-LR; 10 mL). The system was inerted three times and stirred under nitrogen gas.  17:03:56: To the homogenous mixture was added 1-benzylpiperazine (1.3 eq; 0.852 g; 0.84 mL; 4.83 mmol), TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (0.02 eq; 68 mg; 0.07 mmol), 2-(DI-T-BUTYLPHOSPHINO)BIPHENYL (0.06 eq; 67 mg; 0.22 mmol) and CESIUM CARBONATE (1.2 eq; 1.453 g; 4.46 mmol). The system was inerted three times and stirred under nitrogen gas.  17:07:37: The Tj was set to Tj=100 °C. The mixture was stirred under nitrogen gas over night.  2010-03-11  08:42:44: IPC1 (15 h) sample was gathered and diluted with methanol. The analysis (EN03690-35-001-A) showed only 16 % conversion.  **Results and conclusion:** The experiment was discarded due to poor conversion.    ",CCOC(=O)C1=CC2=C(C=CC=C2O1)N3CCN(CC3)CC4=CC=CC=C4,0.0,03/10/2010,ord-3a55abb970674d2a9a710b323cb93eee,SMILES,CC1=CC=CC=C1,0.009999999776482582,LITER,SOLVENT,False,False,False,False
301,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00482999999076128,CCOC(=O)C1=CC2=C(O1)C=CC=C2Br,0.003719999920576811,C1CN(CCN1)CC2=CC=CC=C2,0.0033400000538676977,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,0.00037200000951997936,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.00018600000475998968,MOLE,CATALYST,95.0,"ethyl 4-bromobenzofuran-2-carboxylate (1 g, 3.72 mmol), 1-Benzylpiperazine (0.580 mL, 3.34 mmol), Tris(dibenzylideneacetone)dipalladium(0) (0.170 g, 0.19 mmol), 2-Dicyclohexylphosphino-2',4',6'-tri-iso-propyl-1,1'-biphenyl (0.177 g, 0.37 mmol) and CESIUM CARBONATE (1.574 g, 4.83 mmol) in dioxane (5 mL) were heated under argon to 95 °C overnight. The mixture was allowed to cool. The mixture was diluted with EtOAc and the mixture was filtered through a pad of Celite. The filterate was collected and the solvent was removed by rotary evaporation. The crude product was added to a silica gel column and was eluted with 0-50% EtOAc in heptane. The collected fractions were combined and the solvent was removed to yield ethyl 4-(4-benzylpiperazin-1-yl)benzofuran-2-carboxylate (0.360 g, 26.6 %).  MS (m+1) = 365.6.  HPLC Peak RT = 3.33 minutes is product. Purity = 96%.  ",CCOC(=O)C1=CC2=C(C=CC=C2O1)N3CCN(CC3)CC4=CC=CC=C4,26.579999923706055,04/08/2010,ord-c63ae2b686b74eaaae695094af43fe92,SMILES,C1COCCO1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
302,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[K+],0.005200000014156103,CCOC(=O)C1=CC2=C(O1)C=CC=C2Br,0.003719999920576811,C1CN(CCN1)CC2=CC=CC=C2,0.00482999999076128,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.00014899999951012433,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],7.429999823216349e-05,MOLE,CATALYST,50.0,"**Purpose:** Buchwald-Hartwig coupling using unpurified ethyl 4-bromobenzofuran-2-carboxylate. The analysis on crude 4-bromobenzofuran-2-carboxylate shows traces of non cyclized and non aromoatized by-products.  2010-03-02  15:25:22: To a 25 mL roundbottomed flask was added ethyl 4-bromobenzofuran-2-carboxylate (LR; 1 g; 3.72 mmol) and toluene (7 mL/g-bulk- LR; 7 mL). The mixture was concentrated under reduced pressure. To the mixture was added toluene (7 mL/g-bulk-LR; 7 mL) and the mixture was concentrated a second time under reduced pressure. To the mixture was added toluene (7 mL/g-bulk-LR; 7 mL) followed by 1-benzylpiperazine (1.3 eq; 0.852 g; 0.84 mL), BINAP (0.04 eq; 93 mg) and TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (0.02 eq; 68 mg). The mixture was stirred for 5 minutes followed by addition of POTASSIUM TERT-BUTOXIDE (1.4 eq; 0.58 g). The mixture is stirred at Tm=50 °C.  15:45:57: IPC1 (15 min) sample was gathered. The sample was quenched with a mixture consisting of 700 mM acetic acid buffer pH=2 and methanol. The sample was filtered and analyzed by means of HPLC-UV (EN03690-30-001-F) which indicated 44 % conversion  17:09:21: IPC2 (100 min) sample was gathered. The sample was quenched with a mixture consisting of 700 mM acetic acid buffer pH=2 and methanol. The sample was filtered and analyzed by means of HPLC-UV (EN03690-30-001-H) which indicated 95 % conversion.  17:20:00: The temperature was allowed to reach rt and the mixture was stirred over night.  2010-03-03  09:51:29: IPC3 (18 h) sample was gathered. The sample was quenched with a mixture consisting of 700 mM acetic acid buffer pH=2 and methanol. The sample was filtered and analyzed by means of HPLC-UV (EN03690-30-001-J) which indicated +99 % conversion.  10:10:32: The mixture was transfered to a mixture consisting of 700 mM acetate buffer pH=2 (12.5 mL/g-bulk-LR; 12.5 mL) and isopropyl acetate (6.2 mL/g-bulk- LR; 6.2 mL) to give pH=5.65. To the mixture was added 4 M aqueous sulfuric acid (1.77 mL/g-bulk-LR; 1.77 mL) to give pH=2. The mixture was stirred for 15 minutes. The phases were separated and analyzed by means of HPLC-UV  12:32:57: To the water phase was added dichloromethane (10 mL/g-bulk-LR; 10 mL). The mixture was stirred and 50 % aqueous sodium hydroxide (1 mL) was added to give pH=12. The phases were separated and analyzed by means of HPLC- UV. The organic phase was concentrated under reduced pressure to give yellow oil. The crude product was purified by means of column chromatography (40 g SiO2; 4 % MeOH, 1 NH3 in MeOH in DCM; Rf=0.2). Yellow solid was obtained (250 mg). 1H NMR showed not correct product.  **Result:** Correct product was not isolated.  ",CCOC(=O)C1=CC2=C(C=CC=C2O1)N3CCN(CC3)CC4=CC=CC=C4,0.0,03/01/2010,ord-724091f002d04d2ea6bfe923f45ebf01,SMILES,CC1=CC=CC=C1,0.007000000216066837,LITER,SOLVENT,False,False,False,False
303,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.02419999986886978,CCOC(=O)C1=CC2=C(O1)C=CC=C2Br,0.01860000006854534,C1CN(CCN1)CC2=CC=CC=C2,0.01860000006854534,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,0.0018599999602884054,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.0009289999725297093,MOLE,CATALYST,95.0,"ethyl 4-bromobenzofuran-2-carboxylate (5 g, 18.58 mmol), 1-benzylpiperazine (3.22 mL, 18.58 mmol), 2-Dicyclohexylphosphino-2',4',6'-tri-iso- propyl-1,1'-biphenyl (0.886 g, 1.86 mmol), Tris(dibenzylideneacetone)dipalladium(0) (0.851 g, 0.93 mmol) and CESIUM CARBONATE (7.87 g, 24.16 mmol) were heated under argon to 95 °C overnight. The mixture was allowed to cool. The mixture was diluted with EtOAc and the mixture was filtered through a pad of Celite. The filterate was collected and the solvent was removed by rotary evaporation. The crude product was added to a silica gel column and was eluted with 0-50% EtOAc in heptane. The collected fractions were combined and the solvent was removed to yield ethyl 4-(4-benzylpiperazin-1-yl)benzofuran-2-carboxylate (2.160 g, 31.9 %).  MS (m+1) = 365.6.  HPLC Peak RT = 3.30 minutes is product. Purity = 94%.  ",CCOC(=O)C1=CC2=C(C=CC=C2O1)N3CCN(CC3)CC4=CC=CC=C4,31.899999618530273,04/13/2010,ord-c0ea6369f2d042108e16225bf99070cf,SMILES,C1COCCO1,0.02500000037252903,LITER,SOLVENT,False,False,False,False
305,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.052400000393390656,C1=CC=NC(=C1)Br,0.0348999984562397,C1CNCCC12OCCO2,0.0348999984562397,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,0.001500000013038516,SMILES,CC(=O)O.CC(=O)O.[Pd],0.001500000013038516,MOLE,CATALYST,,The same procrdure as EN03653-93-01.  ,C1CN(CCC12OCCO2)C3=CC=CC=N3,66.55999755859375,03/09/2011,ord-00b95f6f20354bb6923efd18c2b3c116,,,,,,,False,False,False
306,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00267999991774559,C1=CN=C(N=C1Cl)Cl,0.001339999958872795,C1=CC(=CC(=C1)S(=O)(=O)N)N,0.001339999958872795,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.0001610000035725534,SMILES,CC(=O)O.CC(=O)O.[Pd],6.710000161547214e-05,MOLE,CATALYST,150.0,"2,4-dichloropyrimidine (200 mg, 1.34 mmol), 3-aminobenzenesulfonamide (231 mg, 1.34 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (93 mg, 0.16 mmol), cesium carbonate (875 mg, 2.68 mmol) and diacetoxypalladium (15.07 mg, 0.07 mmol) were suspended in dioxane (5 mL) and sealed into a microwave tube. The reaction was heated to 150 °C for 30 minutes in the microwave reactor and cooled to RT. The reaction mixture was diluted with EtOAc (150 mL) and washed with water (150 mL). The organic layer was dried over MgSO4, filtered and evaporated to afford crude product. The crude product was purified by flash silica chromatography, elution gradient 0 to 4% (10:1 MeOH/NH3 (aq)) in DCM. NMR analysis showed a trace amount of product.  ",C1=CC(=CC(=C1)S(=O)(=O)N)NC2=NC=CC(=N2)Cl,2.0,03/23/2009,ord-07751cbdbcad4c89bdfeeea3a04ddb39,SMILES,C1COCCO1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
307,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],4.350000017439015e-05,CCOC(=O)C1=CC(=CN=C1)Br,0.0008689999813213944,C1COCCN1,0.0009560000034980476,CN(C)C1=CC=CC=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,4.350000017439015e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],2.1699999706470408e-05,MOLE,CATALYST,100.0,"ethyl 5-bromonicotinate (200 mg, 0.87 mmol), morpholine (0.083 mL, 0.96 mmol), sodium 2-methylpropan-2-olate (167 mg, 1.74 mmol), 2'-(dicyclohexylphosphino)-N,N-dimethylbiphenyl-2-amine (17.11 mg, 0.04 mmol) and TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (19.90 mg, 0.02 mmol) were suspended in dioxane (5 mL) and sealed into a microwave tube. The reaction was heated to 100 °C for 1 hour in the microwave reactor and cooled to RT. LCMS analysis appeared to indicate addition of 2 morpholine rings and the reaction was abandoned.  ",CCOC(=O)C1=CC(=CN=C1)N2CCOCC2,0.0,05/01/2009,ord-2f71fc02b38b41c2a59bfdd4b865c8b3,SMILES,C1COCCO1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
308,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],4.350000017439015e-05,CCOC(=O)C1=CC(=CN=C1)Br,0.0008689999813213944,C1COCCN1,0.0009560000034980476,CN(C)C1=CC=CC=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,4.350000017439015e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],2.1699999706470408e-05,MOLE,CATALYST,80.0,"ethyl 5-bromonicotinate (200 mg, 0.87 mmol), morpholine (0.083 mL, 0.96 mmol), sodium 2-methylpropan-2-olate (167 mg, 1.74 mmol) and 2'-(dicyclohexylphosphino)-N,N-dimethylbiphenyl-2-amine (17.11 mg, 0.04 mmol) were suspended in dioxane (5 mL). The reaction flask was purged with nitrogen and TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (19.90 mg, 0.02 mmol) was added. The reaction was stirred at 80 °C for 90 minutes. LCMS analysis appeared to indicate addition of 2 morpholine rings and the reaction was abandoned.  ",CCOC(=O)C1=CC(=CN=C1)N2CCOCC2,0.0,05/05/2009,ord-bddc6734b7ce4143a8ed8f8385933b6e,SMILES,C1COCCO1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
309,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.01080000028014183,CC(C)(C)OC(=O)C1=CC(=CN=C1)Br,0.005419999826699495,C1COCCN1,0.006779999937862158,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.0008140000281855464,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00027099999715574086,MOLE,CATALYST,80.0,"tert-butyl 5-bromonicotinate (1.4 g, 5.42 mmol), morpholine (0.591 ml, 6.78 mmol), cesium carbonate (3.53 g, 10.85 mmol) and 2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (0.507 g, 0.81 mmol) were dissolved in toluene (20 ml). The reaction flask was purged with nitrogen and diacetoxypalladium (0.061 g, 0.27 mmol) was added. The resulting suspension was stirred at 80 °C for 5 hours. The reaction mixture was diluted with EtOAc (100 mL) and washed with water (100 mL). The organic layer was dried over MgSO4, filtered and evaporated to afford crude product. The crude product was purified by flash silica chromatography, elution gradient 0 to 50% EtOAc in isohexane. Pure fractions were evaporated to dryness to afford tert-butyl 5-morpholinonicotinate (0.381 g, 26.6 %) as a yellow oil which solidified on standing.  ",CC(C)(C)OC(=O)C1=CC(=CN=C1)N2CCOCC2,26.559999465942383,05/11/2009,ord-89890e81ad5d4e12a61d2ee591f39e46,SMILES,CC1=CC=CC=C1,0.019999999552965164,LITER,SOLVENT,False,False,False,False
310,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.030500000342726707,C1=CC2=C(C=C1Br)NN=C2,0.015200000256299973,C1=CC=C(C(=C1)N)Cl,0.016699999570846558,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.0022799998987466097,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0015200000489130616,MOLE,CATALYST,80.0,"Palladium(II) acetate (0.342 g, 1.52 mmol) and rac-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (1.422 g, 2.28 mmol) were added to a stirred slurry of 2-chloroaniline (1.763 mL, 16.75 mmol), 6-bromo-1H-indazole (3 g, 15.23 mmol) and cesium carbonate (9.92 g, 30.45 mmol) in toluene (50 mL) at 23°C under nitrogen. The resulting slurry was stirred at 80 °C for 2 hours.  The reaction was incomplete (both SM left) so the temperature was increased to 100°C and the reaction mixture was stirred for a further 2 hours.  Mainly 2 SM detected. problem of solubility of bromoindazole?  The reaction was incomplete and further Palladium(II) acetate (30mg), rac-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (200mg) and cesium carbonate (1g) were added as well as dioxane and the slurry was stirred at 110 °C for a further 3 hours. Only SMs detected.  No further work on this sample.  Perform coupling with reverse coupling partners using Boc 6-aminoindazole. Known to work as used in project.  ",C1=CC=C(C(=C1)NC2=CC3=C(C=C2)C=NN3)Cl,0.0,01/19/2010,ord-870573203c2744a5906bd6a9d998822e,SMILES,CC1=CC=CC=C1,0.05000000074505806,LITER,SOLVENT,False,False,False,False
311,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0006549999816343188,CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3,0.00021800000104121864,CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC,0.0002840000088326633,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,2.1800000467919745e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],2.1800000467919745e-05,MOLE,CATALYST,100.0,"8-chloro-4-methyl-2-phenyl-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (60.0 mg, 0.22 mmol), 3-methoxy-4-(4-methyl-1H-imidazol-1-yl)aniline (57.7 mg, 0.28 mmol), palladium(II) acetate (4.90 mg, 0.02 mmol), 2-(Dicyclohexylphosphino)biphenyl (7.65 mg, 0.02 mmol) and CS2CO3 (213 mg, 0.66 mmol) were weighed into a microwave vial. The vial was capped and flushed with argon. DME (4 mL) was added and the mixture was heated to 100°C in a microwave apparatus for 1 h. The cooled reaction mixture was diluted with dichloromethane and methanol, filtered through a plug of Celite and the solvents were evaporated. The residue was purified by HPLC to give 36 mg (37 % Yield) of the title product.  ",CC1=CN(C=N1)C2=C(C=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=CC=CC=C5)C)C=C3)OC,37.22999954223633,03/25/2009,ord-e759108cf109420c9b96a1936ea5e56d,SMILES,COCCOC,0.004000000189989805,LITER,SOLVENT,False,False,False,False
312,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,[Li+].C[Si](C)(C)[N-][Si](C)(C)C,0.039900001138448715,C1=CC(=CC=C1O)Br,0.01730000041425228,CN1CCNCC1,0.020800000056624413,CC(C)CN1CCN2CCN(P1N(CC2)CC(C)C)CC(C)C,0.00034699999378062785,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00017299999308306724,MOLE,CATALYST,80.0,"diacetoxypalladium (0.039 g, 0.17 mmol) was added in one portion to 4-bromophenol (3 g, 17.34 mmol) and 1-methylpiperazine (2.308 mL, 20.81 mmol) in toluene (87 mL) at 25°C under nitrogen. To this was added toluene (87 mL) then a solution of 2,8,9-triisobutyl-2,5,8,9-tetraaza-1-phosphabicyclo[3.3.3]undecane (0.123 mL, 0.35 mmol) in Toluene (1 mL) and finally 1M LITHIUM BIS(TRIMETHYLSILYL)AMIDE (39.9 mL, 39.88 mmol) in THF was added dropwise over 1 minute. The resulting mixture was stirred at 80 °C for 18 hours. The reaction was allowed to cool to room temperature, SiO2 (23g) was added and evaporated to dryness. The crude product was purified by flash silica chromatography (120g), elution gradient 0 to 10% MeOH in EtOAc. Pure fractions were evaporated to dryness to afford 4-(4-methylpiperazin-1-yl)phenol (1.700 g, 51.0 %) as a beige solid.    ",CN1CCN(CC1)C2=CC=C(C=C2)O,50.9900016784668,05/13/2009,ord-8e16338c39aa405d9e6607bfaa8d820e,SMILES,CC1=CC=CC=C1,0.08699999749660492,LITER,SOLVENT,False,False,False,False
